molecule_chembl_id,mol,IC50,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL3894111,CCOC1(F)CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1,41.7,active,434.5150000000002,4.388580000000005,1.0,6.0,
CHEMBL3902664,Cc1cccc2c1CCC1(CCc3ccc(-c4cccc(C#N)c4)cc3C13N=C(N)N(C)O3)C2,617.9,active,448.5700000000002,4.999700000000005,1.0,5.0,
CHEMBL3934108,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21Cc2cccc3cccc(c23)C1,3262.1,intermediate,456.5490000000003,5.064280000000004,1.0,5.0,
CHEMBL3897179,CN1OC2(C=C1N)c1cc(-c3cccc(C#N)c3)ccc1CCC21CCc2ccccc2CC1,5053.9,intermediate,447.5820000000004,5.6092800000000045,1.0,4.0,
CHEMBL3974239,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCCCC2)C3)c1,222.2,active,372.47200000000026,4.755490000000004,1.0,4.0,
CHEMBL3899749,COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(C)O1,136.8,active,380.2860000000002,2.9251000000000005,1.0,5.0,
CHEMBL3898249,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(O)CC2)C3)c1,28.3,active,388.47100000000023,3.726290000000004,2.0,5.0,
CHEMBL3918966,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(NCC(F)(F)F)CC2)C3)c1,3881.1,intermediate,469.51100000000025,4.885890000000004,2.0,5.0,
CHEMBL3962707,CN1OC2(N=C1N)c1cc(C#CC3CC3)ccc1CC21CCC(OC(F)F)CC1,2.4,active,401.45700000000016,3.5169000000000024,1.0,5.0,
CHEMBL3913489,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(OC(F)F)CC2)C3)c1,4.7,active,438.47800000000024,4.973190000000005,1.0,5.0,
CHEMBL3975328,COC1CCC2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(C(C)C)O1,56.7,active,427.46700000000016,3.8823000000000016,1.0,6.0,
CHEMBL3904483,CN1OC2(N=C1N)c1cc(-c3cc(F)cc(Cl)c3)ccc1OC21CCc2ccccc2CC1,14.7,active,463.94000000000034,5.200800000000004,1.0,5.0,
CHEMBL3935629,Cc1ccc2c(c1)C1(N=C(N)N(C)O1)C1(CCc3ccccc3CC1)C2,255.1,active,347.4620000000001,3.461020000000002,1.0,4.0,
CHEMBL3928355,CN1OC2(N=C1N)c1cc(C#CC3CC3)ccc1CC21CCc2ccccc2CC1,8.4,active,397.5220000000002,3.914100000000003,1.0,4.0,
CHEMBL3900416,CN1OC2(N=C1N)c1cc(-c3cccnc3)ccc1CC21CCc2ccccc2CC1,5.3,active,410.52100000000036,4.2146000000000035,1.0,5.0,
CHEMBL3909292,COC1CCC2(CC1)Cc1ccc(-c3cccnn3)cc1C21N=C(N)N(C)O1,228.1,active,379.46400000000017,2.6196,1.0,7.0,
CHEMBL3982658,COC1CCC2(CC1)Cc1ccc(-c3ccnnc3)cc1C21N=C(N)N(C)O1,156.3,active,379.46400000000017,2.6196,1.0,7.0,
CHEMBL3913966,COC1CCC2(CC1)Cc1ccc(-c3cnccn3)cc1C21N=C(N)N(C)O1,23.6,active,379.46400000000017,2.6196,1.0,7.0,
CHEMBL3983783,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)N(C)O1,14.6,active,371.4810000000001,2.9514000000000005,1.0,6.0,
CHEMBL3922947,COc1cncc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(OC)CC2)C3)n1,195.7,active,409.4900000000003,2.6282000000000005,1.0,8.0,
CHEMBL3891377,COC1CCC2(CC1)Cc1ccc(C#Cc3ccccc3)cc1C21N=C(N)N(C)O1,80.4,active,401.51000000000016,3.562400000000002,1.0,5.0,
CHEMBL3936117,COC1CCC2(CC1)Cc1ccc(C#CC(C)(C)C)cc1C21N=C(N)N(C)O1,24.6,active,381.52000000000015,3.560200000000002,1.0,5.0,
CHEMBL3908165,COC1CCC2(CC1)Cc1ccc(C#CC3CCCC3)cc1C21N=C(N)N(C)O1,9.7,active,393.5310000000002,3.7043000000000017,1.0,5.0,
CHEMBL3928953,COC1CCC2(CC1)Cc1ccc(C#CC(F)(F)F)cc1C21N=C(N)N(C)O1,3.7,active,393.40900000000016,3.0764000000000005,1.0,5.0,
CHEMBL3906436,COC1CCC2(CC1)Cc1ccc(-c3cncs3)cc1C21N=C(N)N(C)O1,76.7,active,384.50500000000017,3.286100000000001,1.0,7.0,
CHEMBL3937984,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(C)O1,17.4,active,369.5090000000001,3.505200000000001,1.0,5.0,
CHEMBL3915398,COC1CCC2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21CN(C)C(N)=N1,9.0,active,397.44100000000014,3.214600000000001,1.0,5.0,
CHEMBL3982128,CN1OC2(N=C1N)c1cc(-c3ccc(Br)cc3)ccc1CC21CCC(Cc2ccccc2)CC1,2312.0,intermediate,516.4830000000003,6.436000000000005,1.0,4.0,
CHEMBL3943370,[C-]#[N+]c1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)C2(CCC(Cc4ccccc4)CC2)C3)c1,3505.0,intermediate,462.5970000000003,6.224290000000006,1.0,4.0,
CHEMBL3927880,CN1OC2(N=C1N)c1cc(-c3cccnn3)ccc1CC21CCc2ccccc2CC1,56.2,active,411.50900000000036,3.609600000000002,1.0,6.0,
CHEMBL3952092,CN1OC2(N=C1N)c1cc(-c3ccnnc3)ccc1CC21CCc2ccccc2CC1,42.5,active,411.50900000000036,3.609600000000002,1.0,6.0,
CHEMBL3921241,COC1CCC2(CC1)Oc1ccc(CCC3CC3)cc1C21N=C(N)N(C)C1=O,21.5,active,383.49200000000013,2.7314000000000007,1.0,5.0,
CHEMBL3927975,COC1CCC2(CC1)Oc1ccc(Br)cc1C21N=C(N)N(C)C1=O,263.5,active,394.2690000000002,2.1513,1.0,5.0,
CHEMBL3958997,COC1CCC2(CC1)Oc1ccc(-c3ccccc3)cc1C21N=C(N)N(C)C1=O,31.6,active,391.47100000000023,3.0558000000000005,1.0,5.0,
CHEMBL3899302,COC1CCC2(CC1)Oc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O,14.9,active,416.4810000000002,2.92748,1.0,6.0,
CHEMBL3973828,COC1CCC2(CC1)Oc1ccccc1C21N=C(N)N(C)C1=O,1198.0,intermediate,315.3730000000001,1.3888,1.0,5.0,
CHEMBL3966722,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)C2(CCC(OC)CC2)O3)c1,28.2,active,421.4970000000003,3.064400000000002,1.0,6.0,
